source,target,film,year,studio
Nancy Bernstein,Arin Finger,Guardians,2012,DreamWorks
Nancy Bernstein,Tom Jacomb,Guardians,2012,DreamWorks
Nancy Bernstein,Michael Siegel,Guardians,2012,DreamWorks
Nancy Bernstein,Christina Steinberg,Guardians,2012,DreamWorks
Nancy Bernstein,Cameron Stevning,Guardians,2012,DreamWorks
Guillermo del Toro,Arin Finger,Guardians,2012,DreamWorks
Guillermo del Toro,Tom Jacomb,Guardians,2012,DreamWorks
Guillermo del Toro,Michael Siegel,Guardians,2012,DreamWorks
Guillermo del Toro,Christina Steinberg,Guardians,2012,DreamWorks
Guillermo del Toro,Cameron Stevning,Guardians,2012,DreamWorks
Arin Finger,Tom Jacomb,Guardians,2012,DreamWorks
Arin Finger,Michael Siegel,Guardians,2012,DreamWorks
Arin Finger,Christina Steinberg,Guardians,2012,DreamWorks
Arin Finger,Cameron Stevning,Guardians,2012,DreamWorks
Tom Jacomb,Michael Siegel,Guardians,2012,DreamWorks
Tom Jacomb,Christina Steinberg,Guardians,2012,DreamWorks
Tom Jacomb,Cameron Stevning,Guardians,2012,DreamWorks
Michael Siegel,Christina Steinberg,Guardians,2012,DreamWorks
Michael Siegel,Cameron Stevning,Guardians,2012,DreamWorks
Christina Steinberg,Cameron Stevning,Guardians,2012,DreamWorks
Kirk DeMicco,Chris Sanders,Croods,2013,DreamWorks
Kirk DeMicco,John Cleese,Croods,2013,DreamWorks
Kirk DeMicco,Kristine Belson,Croods,2013,DreamWorks
Kirk DeMicco,Jane Hartwell,Croods,2013,DreamWorks
Chris Sanders,John Cleese,Croods,2013,DreamWorks
Chris Sanders,Kristine Belson,Croods,2013,DreamWorks
Chris Sanders,Jane Hartwell,Croods,2013,DreamWorks
John Cleese,Kristine Belson,Croods,2013,DreamWorks
John Cleese,Jane Hartwell,Croods,2013,DreamWorks
Kristine Belson,Jane Hartwell,Croods,2013,DreamWorks
David Soren,Darren Lemke,Turbo,2013,DreamWorks
David Soren,Robert Siegel,Turbo,2013,DreamWorks
David Soren,Sean Mullen,Turbo,2013,DreamWorks
David Soren,Susan Slagle Rogers,Turbo,2013,DreamWorks
David Soren,Lisa Stewart,Turbo,2013,DreamWorks
Darren Lemke,Robert Siegel,Turbo,2013,DreamWorks
Darren Lemke,Sean Mullen,Turbo,2013,DreamWorks
Darren Lemke,Susan Slagle Rogers,Turbo,2013,DreamWorks
Darren Lemke,Lisa Stewart,Turbo,2013,DreamWorks
Robert Siegel,Sean Mullen,Turbo,2013,DreamWorks
Robert Siegel,Susan Slagle Rogers,Turbo,2013,DreamWorks
Robert Siegel,Lisa Stewart,Turbo,2013,DreamWorks
Sean Mullen,Susan Slagle Rogers,Turbo,2013,DreamWorks
Sean Mullen,Lisa Stewart,Turbo,2013,DreamWorks
Susan Slagle Rogers,Lisa Stewart,Turbo,2013,DreamWorks
Rob Minkoff,Jay Ward,Peabody,2014,DreamWorks
Rob Minkoff,Craig Wright,Peabody,2014,DreamWorks
Rob Minkoff,Robert Ben Garant,Peabody,2014,DreamWorks
Rob Minkoff,Thomas Lennon,Peabody,2014,DreamWorks
Rob Minkoff,Ted Key,Peabody,2014,DreamWorks
Rob Minkoff,Michael McCullers,Peabody,2014,DreamWorks
Rob Minkoff,Denise Nolan Cascino,Peabody,2014,DreamWorks
Rob Minkoff,Jason Clark,Peabody,2014,DreamWorks
Rob Minkoff,Holly Edwards,Peabody,2014,DreamWorks
Rob Minkoff,Eric Ellenbogen,Peabody,2014,DreamWorks
Rob Minkoff,Lisa J. Freberg,Peabody,2014,DreamWorks
Rob Minkoff,Sean Mullen,Peabody,2014,DreamWorks
Rob Minkoff,Alex Schwartz,Peabody,2014,DreamWorks
Rob Minkoff,Tiffany Ward,Peabody,2014,DreamWorks
Jay Ward,Craig Wright,Peabody,2014,DreamWorks
Jay Ward,Robert Ben Garant,Peabody,2014,DreamWorks
Jay Ward,Thomas Lennon,Peabody,2014,DreamWorks
Jay Ward,Ted Key,Peabody,2014,DreamWorks
Jay Ward,Michael McCullers,Peabody,2014,DreamWorks
Jay Ward,Denise Nolan Cascino,Peabody,2014,DreamWorks
Jay Ward,Jason Clark,Peabody,2014,DreamWorks
Jay Ward,Holly Edwards,Peabody,2014,DreamWorks
Jay Ward,Eric Ellenbogen,Peabody,2014,DreamWorks
Jay Ward,Lisa J. Freberg,Peabody,2014,DreamWorks
Jay Ward,Sean Mullen,Peabody,2014,DreamWorks
Jay Ward,Alex Schwartz,Peabody,2014,DreamWorks
Jay Ward,Tiffany Ward,Peabody,2014,DreamWorks
Craig Wright,Robert Ben Garant,Peabody,2014,DreamWorks
Craig Wright,Thomas Lennon,Peabody,2014,DreamWorks
Craig Wright,Ted Key,Peabody,2014,DreamWorks
Craig Wright,Michael McCullers,Peabody,2014,DreamWorks
Craig Wright,Denise Nolan Cascino,Peabody,2014,DreamWorks
Craig Wright,Jason Clark,Peabody,2014,DreamWorks
Craig Wright,Holly Edwards,Peabody,2014,DreamWorks
Craig Wright,Eric Ellenbogen,Peabody,2014,DreamWorks
Craig Wright,Lisa J. Freberg,Peabody,2014,DreamWorks
Craig Wright,Sean Mullen,Peabody,2014,DreamWorks
Craig Wright,Alex Schwartz,Peabody,2014,DreamWorks
Craig Wright,Tiffany Ward,Peabody,2014,DreamWorks
Robert Ben Garant,Thomas Lennon,Peabody,2014,DreamWorks
Robert Ben Garant,Ted Key,Peabody,2014,DreamWorks
Robert Ben Garant,Michael McCullers,Peabody,2014,DreamWorks
Robert Ben Garant,Denise Nolan Cascino,Peabody,2014,DreamWorks
Robert Ben Garant,Jason Clark,Peabody,2014,DreamWorks
Robert Ben Garant,Holly Edwards,Peabody,2014,DreamWorks
Robert Ben Garant,Eric Ellenbogen,Peabody,2014,DreamWorks
Robert Ben Garant,Lisa J. Freberg,Peabody,2014,DreamWorks
Robert Ben Garant,Sean Mullen,Peabody,2014,DreamWorks
Robert Ben Garant,Alex Schwartz,Peabody,2014,DreamWorks
Robert Ben Garant,Tiffany Ward,Peabody,2014,DreamWorks
Thomas Lennon,Ted Key,Peabody,2014,DreamWorks
Thomas Lennon,Michael McCullers,Peabody,2014,DreamWorks
Thomas Lennon,Denise Nolan Cascino,Peabody,2014,DreamWorks
Thomas Lennon,Jason Clark,Peabody,2014,DreamWorks
Thomas Lennon,Holly Edwards,Peabody,2014,DreamWorks
Thomas Lennon,Eric Ellenbogen,Peabody,2014,DreamWorks
Thomas Lennon,Lisa J. Freberg,Peabody,2014,DreamWorks
Thomas Lennon,Sean Mullen,Peabody,2014,DreamWorks
Thomas Lennon,Alex Schwartz,Peabody,2014,DreamWorks
Thomas Lennon,Tiffany Ward,Peabody,2014,DreamWorks
Ted Key,Michael McCullers,Peabody,2014,DreamWorks
Ted Key,Denise Nolan Cascino,Peabody,2014,DreamWorks
Ted Key,Jason Clark,Peabody,2014,DreamWorks
Ted Key,Holly Edwards,Peabody,2014,DreamWorks
Ted Key,Eric Ellenbogen,Peabody,2014,DreamWorks
Ted Key,Lisa J. Freberg,Peabody,2014,DreamWorks
Ted Key,Sean Mullen,Peabody,2014,DreamWorks
Ted Key,Alex Schwartz,Peabody,2014,DreamWorks
Ted Key,Tiffany Ward,Peabody,2014,DreamWorks
Michael McCullers,Denise Nolan Cascino,Peabody,2014,DreamWorks
Michael McCullers,Jason Clark,Peabody,2014,DreamWorks
Michael McCullers,Holly Edwards,Peabody,2014,DreamWorks
Michael McCullers,Eric Ellenbogen,Peabody,2014,DreamWorks
Michael McCullers,Lisa J. Freberg,Peabody,2014,DreamWorks
Michael McCullers,Sean Mullen,Peabody,2014,DreamWorks
Michael McCullers,Alex Schwartz,Peabody,2014,DreamWorks
Michael McCullers,Tiffany Ward,Peabody,2014,DreamWorks
Denise Nolan Cascino,Jason Clark,Peabody,2014,DreamWorks
Denise Nolan Cascino,Holly Edwards,Peabody,2014,DreamWorks
Denise Nolan Cascino,Eric Ellenbogen,Peabody,2014,DreamWorks
Denise Nolan Cascino,Lisa J. Freberg,Peabody,2014,DreamWorks
Denise Nolan Cascino,Sean Mullen,Peabody,2014,DreamWorks
Denise Nolan Cascino,Alex Schwartz,Peabody,2014,DreamWorks
Denise Nolan Cascino,Tiffany Ward,Peabody,2014,DreamWorks
Jason Clark,Holly Edwards,Peabody,2014,DreamWorks
Jason Clark,Eric Ellenbogen,Peabody,2014,DreamWorks
Jason Clark,Lisa J. Freberg,Peabody,2014,DreamWorks
Jason Clark,Sean Mullen,Peabody,2014,DreamWorks
Jason Clark,Alex Schwartz,Peabody,2014,DreamWorks
Jason Clark,Tiffany Ward,Peabody,2014,DreamWorks
Holly Edwards,Eric Ellenbogen,Peabody,2014,DreamWorks
Holly Edwards,Lisa J. Freberg,Peabody,2014,DreamWorks
Holly Edwards,Sean Mullen,Peabody,2014,DreamWorks
Holly Edwards,Alex Schwartz,Peabody,2014,DreamWorks
Holly Edwards,Tiffany Ward,Peabody,2014,DreamWorks
Eric Ellenbogen,Lisa J. Freberg,Peabody,2014,DreamWorks
Eric Ellenbogen,Sean Mullen,Peabody,2014,DreamWorks
Eric Ellenbogen,Alex Schwartz,Peabody,2014,DreamWorks
Eric Ellenbogen,Tiffany Ward,Peabody,2014,DreamWorks
Lisa J. Freberg,Sean Mullen,Peabody,2014,DreamWorks
Lisa J. Freberg,Alex Schwartz,Peabody,2014,DreamWorks
Lisa J. Freberg,Tiffany Ward,Peabody,2014,DreamWorks
Sean Mullen,Alex Schwartz,Peabody,2014,DreamWorks
Sean Mullen,Tiffany Ward,Peabody,2014,DreamWorks
Alex Schwartz,Tiffany Ward,Peabody,2014,DreamWorks
Dean DeBlois,Cressida Cowell,TrainDragon2,2014,DreamWorks
Dean DeBlois,Bonnie Arnold,TrainDragon2,2014,DreamWorks
Dean DeBlois,Michael A. Connolly,TrainDragon2,2014,DreamWorks
Dean DeBlois,Doug Davison,TrainDragon2,2014,DreamWorks
Dean DeBlois,Aaron Dem,TrainDragon2,2014,DreamWorks
Dean DeBlois,Lisa J. Freberg,TrainDragon2,2014,DreamWorks
Dean DeBlois,Kendra Haaland,TrainDragon2,2014,DreamWorks
Dean DeBlois,Roy Lee,TrainDragon2,2014,DreamWorks
Dean DeBlois,Chris Sanders,TrainDragon2,2014,DreamWorks
Dean DeBlois,Kate Spencer,TrainDragon2,2014,DreamWorks
Cressida Cowell,Bonnie Arnold,TrainDragon2,2014,DreamWorks
Cressida Cowell,Michael A. Connolly,TrainDragon2,2014,DreamWorks
Cressida Cowell,Doug Davison,TrainDragon2,2014,DreamWorks
Cressida Cowell,Aaron Dem,TrainDragon2,2014,DreamWorks
Cressida Cowell,Lisa J. Freberg,TrainDragon2,2014,DreamWorks
Cressida Cowell,Kendra Haaland,TrainDragon2,2014,DreamWorks
Cressida Cowell,Roy Lee,TrainDragon2,2014,DreamWorks
Cressida Cowell,Chris Sanders,TrainDragon2,2014,DreamWorks
Cressida Cowell,Kate Spencer,TrainDragon2,2014,DreamWorks
Bonnie Arnold,Michael A. Connolly,TrainDragon2,2014,DreamWorks
Bonnie Arnold,Doug Davison,TrainDragon2,2014,DreamWorks
Bonnie Arnold,Aaron Dem,TrainDragon2,2014,DreamWorks
Bonnie Arnold,Lisa J. Freberg,TrainDragon2,2014,DreamWorks
Bonnie Arnold,Kendra Haaland,TrainDragon2,2014,DreamWorks
Bonnie Arnold,Roy Lee,TrainDragon2,2014,DreamWorks
Bonnie Arnold,Chris Sanders,TrainDragon2,2014,DreamWorks
Bonnie Arnold,Kate Spencer,TrainDragon2,2014,DreamWorks
Michael A. Connolly,Doug Davison,TrainDragon2,2014,DreamWorks
Michael A. Connolly,Aaron Dem,TrainDragon2,2014,DreamWorks
Michael A. Connolly,Lisa J. Freberg,TrainDragon2,2014,DreamWorks
Michael A. Connolly,Kendra Haaland,TrainDragon2,2014,DreamWorks
Michael A. Connolly,Roy Lee,TrainDragon2,2014,DreamWorks
Michael A. Connolly,Chris Sanders,TrainDragon2,2014,DreamWorks
Michael A. Connolly,Kate Spencer,TrainDragon2,2014,DreamWorks
Doug Davison,Aaron Dem,TrainDragon2,2014,DreamWorks
Doug Davison,Lisa J. Freberg,TrainDragon2,2014,DreamWorks
Doug Davison,Kendra Haaland,TrainDragon2,2014,DreamWorks
Doug Davison,Roy Lee,TrainDragon2,2014,DreamWorks
Doug Davison,Chris Sanders,TrainDragon2,2014,DreamWorks
Doug Davison,Kate Spencer,TrainDragon2,2014,DreamWorks
Aaron Dem,Lisa J. Freberg,TrainDragon2,2014,DreamWorks
Aaron Dem,Kendra Haaland,TrainDragon2,2014,DreamWorks
Aaron Dem,Roy Lee,TrainDragon2,2014,DreamWorks
Aaron Dem,Chris Sanders,TrainDragon2,2014,DreamWorks
Aaron Dem,Kate Spencer,TrainDragon2,2014,DreamWorks
Lisa J. Freberg,Kendra Haaland,TrainDragon2,2014,DreamWorks
Lisa J. Freberg,Roy Lee,TrainDragon2,2014,DreamWorks
Lisa J. Freberg,Chris Sanders,TrainDragon2,2014,DreamWorks
Lisa J. Freberg,Kate Spencer,TrainDragon2,2014,DreamWorks
Kendra Haaland,Roy Lee,TrainDragon2,2014,DreamWorks
Kendra Haaland,Chris Sanders,TrainDragon2,2014,DreamWorks
Kendra Haaland,Kate Spencer,TrainDragon2,2014,DreamWorks
Roy Lee,Chris Sanders,TrainDragon2,2014,DreamWorks
Roy Lee,Kate Spencer,TrainDragon2,2014,DreamWorks
Chris Sanders,Kate Spencer,TrainDragon2,2014,DreamWorks
Eric Darnell,Simon J. Smith,Penguins,2014,DreamWorks
Eric Darnell,Michael Colton,Penguins,2014,DreamWorks
Eric Darnell,John Aboud,Penguins,2014,DreamWorks
Eric Darnell,Brandon Sawyer,Penguins,2014,DreamWorks
Eric Darnell,Alan Schoolcraft,Penguins,2014,DreamWorks
Eric Darnell,Brent Simons,Penguins,2014,DreamWorks
Eric Darnell,Mark Burton,Penguins,2014,DreamWorks
Eric Darnell,Tom McGrath,Penguins,2014,DreamWorks
Eric Darnell,Billy Frolick,Penguins,2014,DreamWorks
Eric Darnell,Lara Breay,Penguins,2014,DreamWorks
Eric Darnell,Jennifer Dahlman,Penguins,2014,DreamWorks
Eric Darnell,Damien de Froberville,Penguins,2014,DreamWorks
Eric Darnell,Holly Edwards,Penguins,2014,DreamWorks
Eric Darnell,Arin Finger,Penguins,2014,DreamWorks
Eric Darnell,Tripp Hudson,Penguins,2014,DreamWorks
Eric Darnell,Chris Leahy,Penguins,2014,DreamWorks
Eric Darnell,Mireille Soria,Penguins,2014,DreamWorks
Eric Darnell,Mark Swift,Penguins,2014,DreamWorks
Simon J. Smith,Michael Colton,Penguins,2014,DreamWorks
Simon J. Smith,John Aboud,Penguins,2014,DreamWorks
Simon J. Smith,Brandon Sawyer,Penguins,2014,DreamWorks
Simon J. Smith,Alan Schoolcraft,Penguins,2014,DreamWorks
Simon J. Smith,Brent Simons,Penguins,2014,DreamWorks
Simon J. Smith,Mark Burton,Penguins,2014,DreamWorks
Simon J. Smith,Tom McGrath,Penguins,2014,DreamWorks
Simon J. Smith,Billy Frolick,Penguins,2014,DreamWorks
Simon J. Smith,Lara Breay,Penguins,2014,DreamWorks
Simon J. Smith,Jennifer Dahlman,Penguins,2014,DreamWorks
Simon J. Smith,Damien de Froberville,Penguins,2014,DreamWorks
Simon J. Smith,Holly Edwards,Penguins,2014,DreamWorks
Simon J. Smith,Arin Finger,Penguins,2014,DreamWorks
Simon J. Smith,Tripp Hudson,Penguins,2014,DreamWorks
Simon J. Smith,Chris Leahy,Penguins,2014,DreamWorks
Simon J. Smith,Mireille Soria,Penguins,2014,DreamWorks
Simon J. Smith,Mark Swift,Penguins,2014,DreamWorks
Michael Colton,John Aboud,Penguins,2014,DreamWorks
Michael Colton,Brandon Sawyer,Penguins,2014,DreamWorks
Michael Colton,Alan Schoolcraft,Penguins,2014,DreamWorks
Michael Colton,Brent Simons,Penguins,2014,DreamWorks
Michael Colton,Mark Burton,Penguins,2014,DreamWorks
Michael Colton,Tom McGrath,Penguins,2014,DreamWorks
Michael Colton,Billy Frolick,Penguins,2014,DreamWorks
Michael Colton,Lara Breay,Penguins,2014,DreamWorks
Michael Colton,Jennifer Dahlman,Penguins,2014,DreamWorks
Michael Colton,Damien de Froberville,Penguins,2014,DreamWorks
Michael Colton,Holly Edwards,Penguins,2014,DreamWorks
Michael Colton,Arin Finger,Penguins,2014,DreamWorks
Michael Colton,Tripp Hudson,Penguins,2014,DreamWorks
Michael Colton,Chris Leahy,Penguins,2014,DreamWorks
Michael Colton,Mireille Soria,Penguins,2014,DreamWorks
Michael Colton,Mark Swift,Penguins,2014,DreamWorks
John Aboud,Brandon Sawyer,Penguins,2014,DreamWorks
John Aboud,Alan Schoolcraft,Penguins,2014,DreamWorks
John Aboud,Brent Simons,Penguins,2014,DreamWorks
John Aboud,Mark Burton,Penguins,2014,DreamWorks
John Aboud,Tom McGrath,Penguins,2014,DreamWorks
John Aboud,Billy Frolick,Penguins,2014,DreamWorks
John Aboud,Lara Breay,Penguins,2014,DreamWorks
John Aboud,Jennifer Dahlman,Penguins,2014,DreamWorks
John Aboud,Damien de Froberville,Penguins,2014,DreamWorks
John Aboud,Holly Edwards,Penguins,2014,DreamWorks
John Aboud,Arin Finger,Penguins,2014,DreamWorks
John Aboud,Tripp Hudson,Penguins,2014,DreamWorks
John Aboud,Chris Leahy,Penguins,2014,DreamWorks
John Aboud,Mireille Soria,Penguins,2014,DreamWorks
John Aboud,Mark Swift,Penguins,2014,DreamWorks
Brandon Sawyer,Alan Schoolcraft,Penguins,2014,DreamWorks
Brandon Sawyer,Brent Simons,Penguins,2014,DreamWorks
Brandon Sawyer,Mark Burton,Penguins,2014,DreamWorks
Brandon Sawyer,Tom McGrath,Penguins,2014,DreamWorks
Brandon Sawyer,Billy Frolick,Penguins,2014,DreamWorks
Brandon Sawyer,Lara Breay,Penguins,2014,DreamWorks
Brandon Sawyer,Jennifer Dahlman,Penguins,2014,DreamWorks
Brandon Sawyer,Damien de Froberville,Penguins,2014,DreamWorks
Brandon Sawyer,Holly Edwards,Penguins,2014,DreamWorks
Brandon Sawyer,Arin Finger,Penguins,2014,DreamWorks
Brandon Sawyer,Tripp Hudson,Penguins,2014,DreamWorks
Brandon Sawyer,Chris Leahy,Penguins,2014,DreamWorks
Brandon Sawyer,Mireille Soria,Penguins,2014,DreamWorks
Brandon Sawyer,Mark Swift,Penguins,2014,DreamWorks
Alan Schoolcraft,Brent Simons,Penguins,2014,DreamWorks
Alan Schoolcraft,Mark Burton,Penguins,2014,DreamWorks
Alan Schoolcraft,Tom McGrath,Penguins,2014,DreamWorks
Alan Schoolcraft,Billy Frolick,Penguins,2014,DreamWorks
Alan Schoolcraft,Lara Breay,Penguins,2014,DreamWorks
Alan Schoolcraft,Jennifer Dahlman,Penguins,2014,DreamWorks
Alan Schoolcraft,Damien de Froberville,Penguins,2014,DreamWorks
Alan Schoolcraft,Holly Edwards,Penguins,2014,DreamWorks
Alan Schoolcraft,Arin Finger,Penguins,2014,DreamWorks
Alan Schoolcraft,Tripp Hudson,Penguins,2014,DreamWorks
Alan Schoolcraft,Chris Leahy,Penguins,2014,DreamWorks
Alan Schoolcraft,Mireille Soria,Penguins,2014,DreamWorks
Alan Schoolcraft,Mark Swift,Penguins,2014,DreamWorks
Brent Simons,Mark Burton,Penguins,2014,DreamWorks
Brent Simons,Tom McGrath,Penguins,2014,DreamWorks
Brent Simons,Billy Frolick,Penguins,2014,DreamWorks
Brent Simons,Lara Breay,Penguins,2014,DreamWorks
Brent Simons,Jennifer Dahlman,Penguins,2014,DreamWorks
Brent Simons,Damien de Froberville,Penguins,2014,DreamWorks
Brent Simons,Holly Edwards,Penguins,2014,DreamWorks
Brent Simons,Arin Finger,Penguins,2014,DreamWorks
Brent Simons,Tripp Hudson,Penguins,2014,DreamWorks
Brent Simons,Chris Leahy,Penguins,2014,DreamWorks
Brent Simons,Mireille Soria,Penguins,2014,DreamWorks
Brent Simons,Mark Swift,Penguins,2014,DreamWorks
Mark Burton,Tom McGrath,Penguins,2014,DreamWorks
Mark Burton,Billy Frolick,Penguins,2014,DreamWorks
Mark Burton,Lara Breay,Penguins,2014,DreamWorks
Mark Burton,Jennifer Dahlman,Penguins,2014,DreamWorks
Mark Burton,Damien de Froberville,Penguins,2014,DreamWorks
Mark Burton,Holly Edwards,Penguins,2014,DreamWorks
Mark Burton,Arin Finger,Penguins,2014,DreamWorks
Mark Burton,Tripp Hudson,Penguins,2014,DreamWorks
Mark Burton,Chris Leahy,Penguins,2014,DreamWorks
Mark Burton,Mireille Soria,Penguins,2014,DreamWorks
Mark Burton,Mark Swift,Penguins,2014,DreamWorks
Tom McGrath,Billy Frolick,Penguins,2014,DreamWorks
Tom McGrath,Lara Breay,Penguins,2014,DreamWorks
Tom McGrath,Jennifer Dahlman,Penguins,2014,DreamWorks
Tom McGrath,Damien de Froberville,Penguins,2014,DreamWorks
Tom McGrath,Holly Edwards,Penguins,2014,DreamWorks
Tom McGrath,Arin Finger,Penguins,2014,DreamWorks
Tom McGrath,Tripp Hudson,Penguins,2014,DreamWorks
Tom McGrath,Chris Leahy,Penguins,2014,DreamWorks
Tom McGrath,Mireille Soria,Penguins,2014,DreamWorks
Tom McGrath,Mark Swift,Penguins,2014,DreamWorks
Billy Frolick,Lara Breay,Penguins,2014,DreamWorks
Billy Frolick,Jennifer Dahlman,Penguins,2014,DreamWorks
Billy Frolick,Damien de Froberville,Penguins,2014,DreamWorks
Billy Frolick,Holly Edwards,Penguins,2014,DreamWorks
Billy Frolick,Arin Finger,Penguins,2014,DreamWorks
Billy Frolick,Tripp Hudson,Penguins,2014,DreamWorks
Billy Frolick,Chris Leahy,Penguins,2014,DreamWorks
Billy Frolick,Mireille Soria,Penguins,2014,DreamWorks
Billy Frolick,Mark Swift,Penguins,2014,DreamWorks
Lara Breay,Jennifer Dahlman,Penguins,2014,DreamWorks
Lara Breay,Damien de Froberville,Penguins,2014,DreamWorks
Lara Breay,Holly Edwards,Penguins,2014,DreamWorks
Lara Breay,Arin Finger,Penguins,2014,DreamWorks
Lara Breay,Tripp Hudson,Penguins,2014,DreamWorks
Lara Breay,Chris Leahy,Penguins,2014,DreamWorks
Lara Breay,Mireille Soria,Penguins,2014,DreamWorks
Lara Breay,Mark Swift,Penguins,2014,DreamWorks
Jennifer Dahlman,Damien de Froberville,Penguins,2014,DreamWorks
Jennifer Dahlman,Holly Edwards,Penguins,2014,DreamWorks
Jennifer Dahlman,Arin Finger,Penguins,2014,DreamWorks
Jennifer Dahlman,Tripp Hudson,Penguins,2014,DreamWorks
Jennifer Dahlman,Chris Leahy,Penguins,2014,DreamWorks
Jennifer Dahlman,Mireille Soria,Penguins,2014,DreamWorks
Jennifer Dahlman,Mark Swift,Penguins,2014,DreamWorks
Damien de Froberville,Holly Edwards,Penguins,2014,DreamWorks
Damien de Froberville,Arin Finger,Penguins,2014,DreamWorks
Damien de Froberville,Tripp Hudson,Penguins,2014,DreamWorks
Damien de Froberville,Chris Leahy,Penguins,2014,DreamWorks
Damien de Froberville,Mireille Soria,Penguins,2014,DreamWorks
Damien de Froberville,Mark Swift,Penguins,2014,DreamWorks
Holly Edwards,Arin Finger,Penguins,2014,DreamWorks
Holly Edwards,Tripp Hudson,Penguins,2014,DreamWorks
Holly Edwards,Chris Leahy,Penguins,2014,DreamWorks
Holly Edwards,Mireille Soria,Penguins,2014,DreamWorks
Holly Edwards,Mark Swift,Penguins,2014,DreamWorks
Arin Finger,Tripp Hudson,Penguins,2014,DreamWorks
Arin Finger,Chris Leahy,Penguins,2014,DreamWorks
Arin Finger,Mireille Soria,Penguins,2014,DreamWorks
Arin Finger,Mark Swift,Penguins,2014,DreamWorks
Tripp Hudson,Chris Leahy,Penguins,2014,DreamWorks
Tripp Hudson,Mireille Soria,Penguins,2014,DreamWorks
Tripp Hudson,Mark Swift,Penguins,2014,DreamWorks
Chris Leahy,Mireille Soria,Penguins,2014,DreamWorks
Chris Leahy,Mark Swift,Penguins,2014,DreamWorks
Mireille Soria,Mark Swift,Penguins,2014,DreamWorks
Tim Johnson,Tom J. Astle,Home,2015,DreamWorks
Tim Johnson,Matt Ember,Home,2015,DreamWorks
Tim Johnson,Adam Rex,Home,2015,DreamWorks
Tim Johnson,Suzanne Buirgy,Home,2015,DreamWorks
Tim Johnson,Christopher Jenkins,Home,2015,DreamWorks
Tim Johnson,Mireille Soria,Home,2015,DreamWorks
Tom J. Astle,Matt Ember,Home,2015,DreamWorks
Tom J. Astle,Adam Rex,Home,2015,DreamWorks
Tom J. Astle,Suzanne Buirgy,Home,2015,DreamWorks
Tom J. Astle,Christopher Jenkins,Home,2015,DreamWorks
Tom J. Astle,Mireille Soria,Home,2015,DreamWorks
Matt Ember,Adam Rex,Home,2015,DreamWorks
Matt Ember,Suzanne Buirgy,Home,2015,DreamWorks
Matt Ember,Christopher Jenkins,Home,2015,DreamWorks
Matt Ember,Mireille Soria,Home,2015,DreamWorks
Adam Rex,Suzanne Buirgy,Home,2015,DreamWorks
Adam Rex,Christopher Jenkins,Home,2015,DreamWorks
Adam Rex,Mireille Soria,Home,2015,DreamWorks
Suzanne Buirgy,Christopher Jenkins,Home,2015,DreamWorks
Suzanne Buirgy,Mireille Soria,Home,2015,DreamWorks
Christopher Jenkins,Mireille Soria,Home,2015,DreamWorks
Alessandro Carloni,Jennifer Yuh Nelson,KungFuPanda3,2016,DreamWorks
Alessandro Carloni,Jonathan Aibel,KungFuPanda3,2016,DreamWorks
Alessandro Carloni,Glenn Berger,KungFuPanda3,2016,DreamWorks
Alessandro Carloni,Ethan Reiff,KungFuPanda3,2016,DreamWorks
Alessandro Carloni,Cyrus Voris,KungFuPanda3,2016,DreamWorks
Alessandro Carloni,Melissa Cobb,KungFuPanda3,2016,DreamWorks
Alessandro Carloni,Guillermo del Toro,KungFuPanda3,2016,DreamWorks
Alessandro Carloni,Jeff Hermann,KungFuPanda3,2016,DreamWorks
Alessandro Carloni,Peikang La,KungFuPanda3,2016,DreamWorks
Alessandro Carloni,Rui Gang Li,KungFuPanda3,2016,DreamWorks
Alessandro Carloni,Mike Mitchell,KungFuPanda3,2016,DreamWorks
Jennifer Yuh Nelson,Jonathan Aibel,KungFuPanda3,2016,DreamWorks
Jennifer Yuh Nelson,Glenn Berger,KungFuPanda3,2016,DreamWorks
Jennifer Yuh Nelson,Ethan Reiff,KungFuPanda3,2016,DreamWorks
Jennifer Yuh Nelson,Cyrus Voris,KungFuPanda3,2016,DreamWorks
Jennifer Yuh Nelson,Melissa Cobb,KungFuPanda3,2016,DreamWorks
Jennifer Yuh Nelson,Guillermo del Toro,KungFuPanda3,2016,DreamWorks
Jennifer Yuh Nelson,Jeff Hermann,KungFuPanda3,2016,DreamWorks
Jennifer Yuh Nelson,Peikang La,KungFuPanda3,2016,DreamWorks
Jennifer Yuh Nelson,Rui Gang Li,KungFuPanda3,2016,DreamWorks
Jennifer Yuh Nelson,Mike Mitchell,KungFuPanda3,2016,DreamWorks
Jonathan Aibel,Glenn Berger,KungFuPanda3,2016,DreamWorks
Jonathan Aibel,Ethan Reiff,KungFuPanda3,2016,DreamWorks
Jonathan Aibel,Cyrus Voris,KungFuPanda3,2016,DreamWorks
Jonathan Aibel,Melissa Cobb,KungFuPanda3,2016,DreamWorks
Jonathan Aibel,Guillermo del Toro,KungFuPanda3,2016,DreamWorks
Jonathan Aibel,Jeff Hermann,KungFuPanda3,2016,DreamWorks
Jonathan Aibel,Peikang La,KungFuPanda3,2016,DreamWorks
Jonathan Aibel,Rui Gang Li,KungFuPanda3,2016,DreamWorks
Jonathan Aibel,Mike Mitchell,KungFuPanda3,2016,DreamWorks
