source,target,film,year,studio
John Lasseter,Michael Arndt,ToyStory3,2010,Pixar
John Lasseter,Darla K. Anderson,ToyStory3,2010,Pixar
John Lasseter,Nicole Paradis Grindle,ToyStory3,2010,Pixar
Andrew Stanton,Michael Arndt,ToyStory3,2010,Pixar
Andrew Stanton,Darla K. Anderson,ToyStory3,2010,Pixar
Andrew Stanton,Nicole Paradis Grindle,ToyStory3,2010,Pixar
Michael Arndt,Darla K. Anderson,ToyStory3,2010,Pixar
Michael Arndt,Nicole Paradis Grindle,ToyStory3,2010,Pixar
Darla K. Anderson,Nicole Paradis Grindle,ToyStory3,2010,Pixar
John Lasseter,Bradford Lewis,Cars2,2011,Pixar
John Lasseter,Dan Fogelman,Cars2,2011,Pixar
John Lasseter,Ben Queen,Cars2,2011,Pixar
John Lasseter,Mark Nielsen,Cars2,2011,Pixar
John Lasseter,Denise Ream,Cars2,2011,Pixar
Bradford Lewis,Dan Fogelman,Cars2,2011,Pixar
Bradford Lewis,Ben Queen,Cars2,2011,Pixar
Bradford Lewis,Mark Nielsen,Cars2,2011,Pixar
Bradford Lewis,Denise Ream,Cars2,2011,Pixar
Dan Fogelman,Ben Queen,Cars2,2011,Pixar
Dan Fogelman,Mark Nielsen,Cars2,2011,Pixar
Dan Fogelman,Denise Ream,Cars2,2011,Pixar
Ben Queen,Mark Nielsen,Cars2,2011,Pixar
Ben Queen,Denise Ream,Cars2,2011,Pixar
Mark Nielsen,Denise Ream,Cars2,2011,Pixar
Mark Andrews,Brenda Chapman,Brave,2012,Pixar
Mark Andrews,Steve Purcell,Brave,2012,Pixar
Mark Andrews,Irene Mecchi,Brave,2012,Pixar
Mark Andrews,Pete Docter,Brave,2012,Pixar
Mark Andrews,Mary Alice Drumm,Brave,2012,Pixar
Mark Andrews,John Lasseter,Brave,2012,Pixar
Mark Andrews,Katherine Sarafian,Brave,2012,Pixar
Mark Andrews,Andrew Stanton,Brave,2012,Pixar
Brenda Chapman,Steve Purcell,Brave,2012,Pixar
Brenda Chapman,Irene Mecchi,Brave,2012,Pixar
Brenda Chapman,Pete Docter,Brave,2012,Pixar
Brenda Chapman,Mary Alice Drumm,Brave,2012,Pixar
Brenda Chapman,John Lasseter,Brave,2012,Pixar
Brenda Chapman,Katherine Sarafian,Brave,2012,Pixar
Brenda Chapman,Andrew Stanton,Brave,2012,Pixar
Steve Purcell,Irene Mecchi,Brave,2012,Pixar
Steve Purcell,Pete Docter,Brave,2012,Pixar
Steve Purcell,Mary Alice Drumm,Brave,2012,Pixar
Steve Purcell,John Lasseter,Brave,2012,Pixar
Steve Purcell,Katherine Sarafian,Brave,2012,Pixar
Steve Purcell,Andrew Stanton,Brave,2012,Pixar
Irene Mecchi,Pete Docter,Brave,2012,Pixar
Irene Mecchi,Mary Alice Drumm,Brave,2012,Pixar
Irene Mecchi,John Lasseter,Brave,2012,Pixar
Irene Mecchi,Katherine Sarafian,Brave,2012,Pixar
Irene Mecchi,Andrew Stanton,Brave,2012,Pixar
Pete Docter,Mary Alice Drumm,Brave,2012,Pixar
Pete Docter,John Lasseter,Brave,2012,Pixar
Pete Docter,Katherine Sarafian,Brave,2012,Pixar
Pete Docter,Andrew Stanton,Brave,2012,Pixar
Mary Alice Drumm,John Lasseter,Brave,2012,Pixar
Mary Alice Drumm,Katherine Sarafian,Brave,2012,Pixar
Mary Alice Drumm,Andrew Stanton,Brave,2012,Pixar
John Lasseter,Katherine Sarafian,Brave,2012,Pixar
John Lasseter,Andrew Stanton,Brave,2012,Pixar
Katherine Sarafian,Andrew Stanton,Brave,2012,Pixar
Dan Scanlon,Daniel Gerson,MonsU,2013,Pixar
Dan Scanlon,Robert L. Baird,MonsU,2013,Pixar
Dan Scanlon,Adrian Molina,MonsU,2013,Pixar
Dan Scanlon,Pete Docter,MonsU,2013,Pixar
Dan Scanlon,John Lasseter,MonsU,2013,Pixar
Dan Scanlon,Nicole Paradis Grindle,MonsU,2013,Pixar
Dan Scanlon,Kori Rae,MonsU,2013,Pixar
Dan Scanlon,Andrew Stanton,MonsU,2013,Pixar
Dan Scanlon,Lee Unkrich,MonsU,2013,Pixar
Daniel Gerson,Robert L. Baird,MonsU,2013,Pixar
Daniel Gerson,Adrian Molina,MonsU,2013,Pixar
Daniel Gerson,Pete Docter,MonsU,2013,Pixar
Daniel Gerson,John Lasseter,MonsU,2013,Pixar
Daniel Gerson,Nicole Paradis Grindle,MonsU,2013,Pixar
Daniel Gerson,Kori Rae,MonsU,2013,Pixar
Daniel Gerson,Andrew Stanton,MonsU,2013,Pixar
Daniel Gerson,Lee Unkrich,MonsU,2013,Pixar
Robert L. Baird,Adrian Molina,MonsU,2013,Pixar
Robert L. Baird,Pete Docter,MonsU,2013,Pixar
Robert L. Baird,John Lasseter,MonsU,2013,Pixar
Robert L. Baird,Nicole Paradis Grindle,MonsU,2013,Pixar
Robert L. Baird,Kori Rae,MonsU,2013,Pixar
Robert L. Baird,Andrew Stanton,MonsU,2013,Pixar
Robert L. Baird,Lee Unkrich,MonsU,2013,Pixar
Adrian Molina,Pete Docter,MonsU,2013,Pixar
Adrian Molina,John Lasseter,MonsU,2013,Pixar
Adrian Molina,Nicole Paradis Grindle,MonsU,2013,Pixar
Adrian Molina,Kori Rae,MonsU,2013,Pixar
Adrian Molina,Andrew Stanton,MonsU,2013,Pixar
Adrian Molina,Lee Unkrich,MonsU,2013,Pixar
Pete Docter,John Lasseter,MonsU,2013,Pixar
Pete Docter,Nicole Paradis Grindle,MonsU,2013,Pixar
Pete Docter,Kori Rae,MonsU,2013,Pixar
Pete Docter,Andrew Stanton,MonsU,2013,Pixar
Pete Docter,Lee Unkrich,MonsU,2013,Pixar
John Lasseter,Nicole Paradis Grindle,MonsU,2013,Pixar
John Lasseter,Kori Rae,MonsU,2013,Pixar
John Lasseter,Andrew Stanton,MonsU,2013,Pixar
John Lasseter,Lee Unkrich,MonsU,2013,Pixar
Nicole Paradis Grindle,Kori Rae,MonsU,2013,Pixar
Nicole Paradis Grindle,Andrew Stanton,MonsU,2013,Pixar
Nicole Paradis Grindle,Lee Unkrich,MonsU,2013,Pixar
Kori Rae,Andrew Stanton,MonsU,2013,Pixar
Kori Rae,Lee Unkrich,MonsU,2013,Pixar
Andrew Stanton,Lee Unkrich,MonsU,2013,Pixar
Pete Docter,Ronnie Del Carmen,InsideOut,2015,Pixar
Pete Docter,Meg LeFauve,InsideOut,2015,Pixar
Pete Docter,Josh Cooley,InsideOut,2015,Pixar
Pete Docter,Michael Arndt,InsideOut,2015,Pixar
Pete Docter,Simon Rich,InsideOut,2015,Pixar
Pete Docter,Bill Hader,InsideOut,2015,Pixar
Pete Docter,Amy Poehler,InsideOut,2015,Pixar
Pete Docter,John Lasseter,InsideOut,2015,Pixar
Pete Docter,Mark Nielsen,InsideOut,2015,Pixar
Pete Docter,Jonas Rivera,InsideOut,2015,Pixar
Pete Docter,Andrew Stanton,InsideOut,2015,Pixar
Ronnie Del Carmen,Meg LeFauve,InsideOut,2015,Pixar
Ronnie Del Carmen,Josh Cooley,InsideOut,2015,Pixar
Ronnie Del Carmen,Michael Arndt,InsideOut,2015,Pixar
Ronnie Del Carmen,Simon Rich,InsideOut,2015,Pixar
Ronnie Del Carmen,Bill Hader,InsideOut,2015,Pixar
Ronnie Del Carmen,Amy Poehler,InsideOut,2015,Pixar
Ronnie Del Carmen,John Lasseter,InsideOut,2015,Pixar
Ronnie Del Carmen,Mark Nielsen,InsideOut,2015,Pixar
Ronnie Del Carmen,Jonas Rivera,InsideOut,2015,Pixar
Ronnie Del Carmen,Andrew Stanton,InsideOut,2015,Pixar
Meg LeFauve,Josh Cooley,InsideOut,2015,Pixar
Meg LeFauve,Michael Arndt,InsideOut,2015,Pixar
Meg LeFauve,Simon Rich,InsideOut,2015,Pixar
Meg LeFauve,Bill Hader,InsideOut,2015,Pixar
Meg LeFauve,Amy Poehler,InsideOut,2015,Pixar
Meg LeFauve,John Lasseter,InsideOut,2015,Pixar
Meg LeFauve,Mark Nielsen,InsideOut,2015,Pixar
Meg LeFauve,Jonas Rivera,InsideOut,2015,Pixar
Meg LeFauve,Andrew Stanton,InsideOut,2015,Pixar
Josh Cooley,Michael Arndt,InsideOut,2015,Pixar
Josh Cooley,Simon Rich,InsideOut,2015,Pixar
Josh Cooley,Bill Hader,InsideOut,2015,Pixar
Josh Cooley,Amy Poehler,InsideOut,2015,Pixar
Josh Cooley,John Lasseter,InsideOut,2015,Pixar
Josh Cooley,Mark Nielsen,InsideOut,2015,Pixar
Josh Cooley,Jonas Rivera,InsideOut,2015,Pixar
Josh Cooley,Andrew Stanton,InsideOut,2015,Pixar
Michael Arndt,Simon Rich,InsideOut,2015,Pixar
Michael Arndt,Bill Hader,InsideOut,2015,Pixar
Michael Arndt,Amy Poehler,InsideOut,2015,Pixar
Michael Arndt,John Lasseter,InsideOut,2015,Pixar
Michael Arndt,Mark Nielsen,InsideOut,2015,Pixar
Michael Arndt,Jonas Rivera,InsideOut,2015,Pixar
Michael Arndt,Andrew Stanton,InsideOut,2015,Pixar
Simon Rich,Bill Hader,InsideOut,2015,Pixar
Simon Rich,Amy Poehler,InsideOut,2015,Pixar
Simon Rich,John Lasseter,InsideOut,2015,Pixar
Simon Rich,Mark Nielsen,InsideOut,2015,Pixar
Simon Rich,Jonas Rivera,InsideOut,2015,Pixar
Simon Rich,Andrew Stanton,InsideOut,2015,Pixar
Bill Hader,Amy Poehler,InsideOut,2015,Pixar
Bill Hader,John Lasseter,InsideOut,2015,Pixar
Bill Hader,Mark Nielsen,InsideOut,2015,Pixar
Bill Hader,Jonas Rivera,InsideOut,2015,Pixar
Bill Hader,Andrew Stanton,InsideOut,2015,Pixar
Amy Poehler,John Lasseter,InsideOut,2015,Pixar
Amy Poehler,Mark Nielsen,InsideOut,2015,Pixar
Amy Poehler,Jonas Rivera,InsideOut,2015,Pixar
Amy Poehler,Andrew Stanton,InsideOut,2015,Pixar
John Lasseter,Mark Nielsen,InsideOut,2015,Pixar
John Lasseter,Jonas Rivera,InsideOut,2015,Pixar
John Lasseter,Andrew Stanton,InsideOut,2015,Pixar
Mark Nielsen,Jonas Rivera,InsideOut,2015,Pixar
Mark Nielsen,Andrew Stanton,InsideOut,2015,Pixar
Jonas Rivera,Andrew Stanton,InsideOut,2015,Pixar
Peter Sohn,Bob Peterson,GoodDino,2015,Pixar
Peter Sohn,Erik Benson,GoodDino,2015,Pixar
Peter Sohn,Meg LeFauve,GoodDino,2015,Pixar
Peter Sohn,Kelsey Mann,GoodDino,2015,Pixar
Peter Sohn,Peter Hedges,GoodDino,2015,Pixar
Peter Sohn,Adrian Molina,GoodDino,2015,Pixar
Peter Sohn,Mary Alice Drumm,GoodDino,2015,Pixar
Peter Sohn,John Lasseter,GoodDino,2015,Pixar
Peter Sohn,Denise Ream,GoodDino,2015,Pixar
Peter Sohn,Andrew Stanton,GoodDino,2015,Pixar
Peter Sohn,Lee Unkrich,GoodDino,2015,Pixar
Bob Peterson,Erik Benson,GoodDino,2015,Pixar
Bob Peterson,Meg LeFauve,GoodDino,2015,Pixar
Bob Peterson,Kelsey Mann,GoodDino,2015,Pixar
Bob Peterson,Peter Hedges,GoodDino,2015,Pixar
Bob Peterson,Adrian Molina,GoodDino,2015,Pixar
Bob Peterson,Mary Alice Drumm,GoodDino,2015,Pixar
Bob Peterson,John Lasseter,GoodDino,2015,Pixar
Bob Peterson,Denise Ream,GoodDino,2015,Pixar
Bob Peterson,Andrew Stanton,GoodDino,2015,Pixar
Bob Peterson,Lee Unkrich,GoodDino,2015,Pixar
Erik Benson,Meg LeFauve,GoodDino,2015,Pixar
Erik Benson,Kelsey Mann,GoodDino,2015,Pixar
Erik Benson,Peter Hedges,GoodDino,2015,Pixar
Erik Benson,Adrian Molina,GoodDino,2015,Pixar
Erik Benson,Mary Alice Drumm,GoodDino,2015,Pixar
Erik Benson,John Lasseter,GoodDino,2015,Pixar
Erik Benson,Denise Ream,GoodDino,2015,Pixar
Erik Benson,Andrew Stanton,GoodDino,2015,Pixar
Erik Benson,Lee Unkrich,GoodDino,2015,Pixar
Meg LeFauve,Kelsey Mann,GoodDino,2015,Pixar
Meg LeFauve,Peter Hedges,GoodDino,2015,Pixar
Meg LeFauve,Adrian Molina,GoodDino,2015,Pixar
Meg LeFauve,Mary Alice Drumm,GoodDino,2015,Pixar
Meg LeFauve,John Lasseter,GoodDino,2015,Pixar
Meg LeFauve,Denise Ream,GoodDino,2015,Pixar
Meg LeFauve,Andrew Stanton,GoodDino,2015,Pixar
Meg LeFauve,Lee Unkrich,GoodDino,2015,Pixar
Kelsey Mann,Peter Hedges,GoodDino,2015,Pixar
Kelsey Mann,Adrian Molina,GoodDino,2015,Pixar
Kelsey Mann,Mary Alice Drumm,GoodDino,2015,Pixar
Kelsey Mann,John Lasseter,GoodDino,2015,Pixar
Kelsey Mann,Denise Ream,GoodDino,2015,Pixar
Kelsey Mann,Andrew Stanton,GoodDino,2015,Pixar
Kelsey Mann,Lee Unkrich,GoodDino,2015,Pixar
Peter Hedges,Adrian Molina,GoodDino,2015,Pixar
Peter Hedges,Mary Alice Drumm,GoodDino,2015,Pixar
Peter Hedges,John Lasseter,GoodDino,2015,Pixar
Peter Hedges,Denise Ream,GoodDino,2015,Pixar
Peter Hedges,Andrew Stanton,GoodDino,2015,Pixar
Peter Hedges,Lee Unkrich,GoodDino,2015,Pixar
Adrian Molina,Mary Alice Drumm,GoodDino,2015,Pixar
Adrian Molina,John Lasseter,GoodDino,2015,Pixar
Adrian Molina,Denise Ream,GoodDino,2015,Pixar
Adrian Molina,Andrew Stanton,GoodDino,2015,Pixar
Adrian Molina,Lee Unkrich,GoodDino,2015,Pixar
Mary Alice Drumm,John Lasseter,GoodDino,2015,Pixar
Mary Alice Drumm,Denise Ream,GoodDino,2015,Pixar
Mary Alice Drumm,Andrew Stanton,GoodDino,2015,Pixar
Mary Alice Drumm,Lee Unkrich,GoodDino,2015,Pixar
John Lasseter,Denise Ream,GoodDino,2015,Pixar
John Lasseter,Andrew Stanton,GoodDino,2015,Pixar
John Lasseter,Lee Unkrich,GoodDino,2015,Pixar
Denise Ream,Andrew Stanton,GoodDino,2015,Pixar
Denise Ream,Lee Unkrich,GoodDino,2015,Pixar
Andrew Stanton,Lee Unkrich,GoodDino,2015,Pixar
Andrew Stanton,Angus MacLane,FindDory,2016,Pixar
Andrew Stanton,Victoria Strouse,FindDory,2016,Pixar
Andrew Stanton,Bob Peterson,FindDory,2016,Pixar
Andrew Stanton,Lindsey Collins,FindDory,2016,Pixar
Andrew Stanton,John Lasseter,FindDory,2016,Pixar
Andrew Stanton,Bob Roath,FindDory,2016,Pixar
Angus MacLane,Victoria Strouse,FindDory,2016,Pixar
Angus MacLane,Bob Peterson,FindDory,2016,Pixar
Angus MacLane,Lindsey Collins,FindDory,2016,Pixar
Angus MacLane,John Lasseter,FindDory,2016,Pixar
Angus MacLane,Bob Roath,FindDory,2016,Pixar
Victoria Strouse,Bob Peterson,FindDory,2016,Pixar
Victoria Strouse,Lindsey Collins,FindDory,2016,Pixar
Victoria Strouse,John Lasseter,FindDory,2016,Pixar
Victoria Strouse,Bob Roath,FindDory,2016,Pixar
Bob Peterson,Lindsey Collins,FindDory,2016,Pixar
Bob Peterson,John Lasseter,FindDory,2016,Pixar
Bob Peterson,Bob Roath,FindDory,2016,Pixar
Lindsey Collins,John Lasseter,FindDory,2016,Pixar
Lindsey Collins,Bob Roath,FindDory,2016,Pixar
John Lasseter,Bob Roath,FindDory,2016,Pixar
Brian Fee,Ben Queen,Cars3,2017,Pixar
Brian Fee,Eyal Podell,Cars3,2017,Pixar
Brian Fee,Jonathon E. Stewart,Cars3,2017,Pixar
Brian Fee,Kiel Murray,Cars3,2017,Pixar
Brian Fee,Bob Peterson,Cars3,2017,Pixar
Brian Fee,Mike Rich,Cars3,2017,Pixar
Brian Fee,Scott Morse,Cars3,2017,Pixar
Brian Fee,John Lasseter,Cars3,2017,Pixar
Brian Fee,Kevin Reher,Cars3,2017,Pixar
Brian Fee,Andrea Warren,Cars3,2017,Pixar
Ben Queen,Eyal Podell,Cars3,2017,Pixar
Ben Queen,Jonathon E. Stewart,Cars3,2017,Pixar
Ben Queen,Kiel Murray,Cars3,2017,Pixar
Ben Queen,Bob Peterson,Cars3,2017,Pixar
Ben Queen,Mike Rich,Cars3,2017,Pixar
Ben Queen,Scott Morse,Cars3,2017,Pixar
Ben Queen,John Lasseter,Cars3,2017,Pixar
Ben Queen,Kevin Reher,Cars3,2017,Pixar
Ben Queen,Andrea Warren,Cars3,2017,Pixar
Eyal Podell,Jonathon E. Stewart,Cars3,2017,Pixar
Eyal Podell,Kiel Murray,Cars3,2017,Pixar
Eyal Podell,Bob Peterson,Cars3,2017,Pixar
Eyal Podell,Mike Rich,Cars3,2017,Pixar
Eyal Podell,Scott Morse,Cars3,2017,Pixar
Eyal Podell,John Lasseter,Cars3,2017,Pixar
Eyal Podell,Kevin Reher,Cars3,2017,Pixar
Eyal Podell,Andrea Warren,Cars3,2017,Pixar
Jonathon E. Stewart,Kiel Murray,Cars3,2017,Pixar
Jonathon E. Stewart,Bob Peterson,Cars3,2017,Pixar
Jonathon E. Stewart,Mike Rich,Cars3,2017,Pixar
Jonathon E. Stewart,Scott Morse,Cars3,2017,Pixar
Jonathon E. Stewart,John Lasseter,Cars3,2017,Pixar
Jonathon E. Stewart,Kevin Reher,Cars3,2017,Pixar
Jonathon E. Stewart,Andrea Warren,Cars3,2017,Pixar
Kiel Murray,Bob Peterson,Cars3,2017,Pixar
Kiel Murray,Mike Rich,Cars3,2017,Pixar
Kiel Murray,Scott Morse,Cars3,2017,Pixar
Kiel Murray,John Lasseter,Cars3,2017,Pixar
Kiel Murray,Kevin Reher,Cars3,2017,Pixar
Kiel Murray,Andrea Warren,Cars3,2017,Pixar
Bob Peterson,Mike Rich,Cars3,2017,Pixar
Bob Peterson,Scott Morse,Cars3,2017,Pixar
Bob Peterson,John Lasseter,Cars3,2017,Pixar
Bob Peterson,Kevin Reher,Cars3,2017,Pixar
Bob Peterson,Andrea Warren,Cars3,2017,Pixar
Mike Rich,Scott Morse,Cars3,2017,Pixar
Mike Rich,John Lasseter,Cars3,2017,Pixar
Mike Rich,Kevin Reher,Cars3,2017,Pixar
Mike Rich,Andrea Warren,Cars3,2017,Pixar
Scott Morse,John Lasseter,Cars3,2017,Pixar
Scott Morse,Kevin Reher,Cars3,2017,Pixar
Scott Morse,Andrea Warren,Cars3,2017,Pixar
John Lasseter,Kevin Reher,Cars3,2017,Pixar
John Lasseter,Andrea Warren,Cars3,2017,Pixar
Kevin Reher,Andrea Warren,Cars3,2017,Pixar
Lee Unkrich,Adrian Molina,CoCo,2017,Pixar
Lee Unkrich,Jason Katz,CoCo,2017,Pixar
Lee Unkrich,Matthew Aldrich,CoCo,2017,Pixar
Lee Unkrich,Darla K. Anderson,CoCo,2017,Pixar
Lee Unkrich,Mary Alice Drumm,CoCo,2017,Pixar
Lee Unkrich,John Lasseter,CoCo,2017,Pixar
Adrian Molina,Jason Katz,CoCo,2017,Pixar
Adrian Molina,Matthew Aldrich,CoCo,2017,Pixar
Adrian Molina,Darla K. Anderson,CoCo,2017,Pixar
Adrian Molina,Mary Alice Drumm,CoCo,2017,Pixar
Adrian Molina,John Lasseter,CoCo,2017,Pixar
Jason Katz,Matthew Aldrich,CoCo,2017,Pixar
Jason Katz,Darla K. Anderson,CoCo,2017,Pixar
Jason Katz,Mary Alice Drumm,CoCo,2017,Pixar
Jason Katz,John Lasseter,CoCo,2017,Pixar
Matthew Aldrich,Darla K. Anderson,CoCo,2017,Pixar
Matthew Aldrich,Mary Alice Drumm,CoCo,2017,Pixar
Matthew Aldrich,John Lasseter,CoCo,2017,Pixar
Darla K. Anderson,Mary Alice Drumm,CoCo,2017,Pixar
Darla K. Anderson,John Lasseter,CoCo,2017,Pixar
Mary Alice Drumm,John Lasseter,CoCo,2017,Pixar
Brad Bird,John Lasseter,Incred2,2018,Pixar
Brad Bird,Nicole Paradis Grindle,Incred2,2018,Pixar
Brad Bird,John Walker,Incred2,2018,Pixar
John Lasseter,Nicole Paradis Grindle,Incred2,2018,Pixar
John Lasseter,John Walker,Incred2,2018,Pixar
Nicole Paradis Grindle,John Walker,Incred2,2018,Pixar
Josh Cooley,John Lasseter,ToyStory4,2019,Pixar
Josh Cooley,Andrew Stanton,ToyStory4,2019,Pixar
Josh Cooley,Valerie LaPointe,ToyStory4,2019,Pixar
Josh Cooley,Rashida Jones,ToyStory4,2019,Pixar
Josh Cooley,Will McCormack,ToyStory4,2019,Pixar
Josh Cooley,Martin Hynes,ToyStory4,2019,Pixar
Josh Cooley,Stephany Folsom,ToyStory4,2019,Pixar
Josh Cooley,Pete Docter,ToyStory4,2019,Pixar
Josh Cooley,Mark Nielsen,ToyStory4,2019,Pixar
Josh Cooley,Jonas Rivera,ToyStory4,2019,Pixar
Josh Cooley,Lee Unkrich,ToyStory4,2019,Pixar
John Lasseter,Andrew Stanton,ToyStory4,2019,Pixar
John Lasseter,Valerie LaPointe,ToyStory4,2019,Pixar
John Lasseter,Rashida Jones,ToyStory4,2019,Pixar
John Lasseter,Will McCormack,ToyStory4,2019,Pixar
John Lasseter,Martin Hynes,ToyStory4,2019,Pixar
John Lasseter,Stephany Folsom,ToyStory4,2019,Pixar
John Lasseter,Pete Docter,ToyStory4,2019,Pixar
John Lasseter,Mark Nielsen,ToyStory4,2019,Pixar
John Lasseter,Jonas Rivera,ToyStory4,2019,Pixar
John Lasseter,Lee Unkrich,ToyStory4,2019,Pixar
Andrew Stanton,Valerie LaPointe,ToyStory4,2019,Pixar
Andrew Stanton,Rashida Jones,ToyStory4,2019,Pixar
Andrew Stanton,Will McCormack,ToyStory4,2019,Pixar
Andrew Stanton,Martin Hynes,ToyStory4,2019,Pixar
Andrew Stanton,Stephany Folsom,ToyStory4,2019,Pixar
Andrew Stanton,Pete Docter,ToyStory4,2019,Pixar
Andrew Stanton,Mark Nielsen,ToyStory4,2019,Pixar
Andrew Stanton,Jonas Rivera,ToyStory4,2019,Pixar
Andrew Stanton,Lee Unkrich,ToyStory4,2019,Pixar
Valerie LaPointe,Rashida Jones,ToyStory4,2019,Pixar
Valerie LaPointe,Will McCormack,ToyStory4,2019,Pixar
Valerie LaPointe,Martin Hynes,ToyStory4,2019,Pixar
Valerie LaPointe,Stephany Folsom,ToyStory4,2019,Pixar
Valerie LaPointe,Pete Docter,ToyStory4,2019,Pixar
Valerie LaPointe,Mark Nielsen,ToyStory4,2019,Pixar
Valerie LaPointe,Jonas Rivera,ToyStory4,2019,Pixar
Valerie LaPointe,Lee Unkrich,ToyStory4,2019,Pixar
Rashida Jones,Will McCormack,ToyStory4,2019,Pixar
Rashida Jones,Martin Hynes,ToyStory4,2019,Pixar
Rashida Jones,Stephany Folsom,ToyStory4,2019,Pixar
Rashida Jones,Pete Docter,ToyStory4,2019,Pixar
Rashida Jones,Mark Nielsen,ToyStory4,2019,Pixar
Rashida Jones,Jonas Rivera,ToyStory4,2019,Pixar
Rashida Jones,Lee Unkrich,ToyStory4,2019,Pixar
Will McCormack,Martin Hynes,ToyStory4,2019,Pixar
Will McCormack,Stephany Folsom,ToyStory4,2019,Pixar
Will McCormack,Pete Docter,ToyStory4,2019,Pixar
Will McCormack,Mark Nielsen,ToyStory4,2019,Pixar
Will McCormack,Jonas Rivera,ToyStory4,2019,Pixar
Will McCormack,Lee Unkrich,ToyStory4,2019,Pixar
Martin Hynes,Stephany Folsom,ToyStory4,2019,Pixar
Martin Hynes,Pete Docter,ToyStory4,2019,Pixar
Martin Hynes,Mark Nielsen,ToyStory4,2019,Pixar
Martin Hynes,Jonas Rivera,ToyStory4,2019,Pixar
Martin Hynes,Lee Unkrich,ToyStory4,2019,Pixar
Stephany Folsom,Pete Docter,ToyStory4,2019,Pixar
Stephany Folsom,Mark Nielsen,ToyStory4,2019,Pixar
Stephany Folsom,Jonas Rivera,ToyStory4,2019,Pixar
Stephany Folsom,Lee Unkrich,ToyStory4,2019,Pixar
Pete Docter,Mark Nielsen,ToyStory4,2019,Pixar
Pete Docter,Jonas Rivera,ToyStory4,2019,Pixar
Pete Docter,Lee Unkrich,ToyStory4,2019,Pixar
Mark Nielsen,Jonas Rivera,ToyStory4,2019,Pixar
Mark Nielsen,Lee Unkrich,ToyStory4,2019,Pixar
Jonas Rivera,Lee Unkrich,ToyStory4,2019,Pixar
Eric Darnell,Tim Johnson,Antz,1998,DreamWorks
Eric Darnell,Todd Alcott,Antz,1998,DreamWorks
Eric Darnell,Chris Weitz,Antz,1998,DreamWorks
Eric Darnell,Paul Weitz,Antz,1998,DreamWorks
Eric Darnell,Penney Finkelman Cox,Antz,1998,DreamWorks
Eric Darnell,Bradford Lewis,Antz,1998,DreamWorks
Eric Darnell,Sandra Rabins,Antz,1998,DreamWorks
Eric Darnell,Carl Rosendahl,Antz,1998,DreamWorks
Eric Darnell,Aron Warner,Antz,1998,DreamWorks
Eric Darnell,Patty Wooton,Antz,1998,DreamWorks
Tim Johnson,Todd Alcott,Antz,1998,DreamWorks
Tim Johnson,Chris Weitz,Antz,1998,DreamWorks
Tim Johnson,Paul Weitz,Antz,1998,DreamWorks
Tim Johnson,Penney Finkelman Cox,Antz,1998,DreamWorks
Tim Johnson,Bradford Lewis,Antz,1998,DreamWorks
Tim Johnson,Sandra Rabins,Antz,1998,DreamWorks
Tim Johnson,Carl Rosendahl,Antz,1998,DreamWorks
Tim Johnson,Aron Warner,Antz,1998,DreamWorks
Tim Johnson,Patty Wooton,Antz,1998,DreamWorks
Todd Alcott,Chris Weitz,Antz,1998,DreamWorks
Todd Alcott,Paul Weitz,Antz,1998,DreamWorks
Todd Alcott,Penney Finkelman Cox,Antz,1998,DreamWorks
Todd Alcott,Bradford Lewis,Antz,1998,DreamWorks
Todd Alcott,Sandra Rabins,Antz,1998,DreamWorks
Todd Alcott,Carl Rosendahl,Antz,1998,DreamWorks
Todd Alcott,Aron Warner,Antz,1998,DreamWorks
Todd Alcott,Patty Wooton,Antz,1998,DreamWorks
Chris Weitz,Paul Weitz,Antz,1998,DreamWorks
Chris Weitz,Penney Finkelman Cox,Antz,1998,DreamWorks
Chris Weitz,Bradford Lewis,Antz,1998,DreamWorks
Chris Weitz,Sandra Rabins,Antz,1998,DreamWorks
Chris Weitz,Carl Rosendahl,Antz,1998,DreamWorks
Chris Weitz,Aron Warner,Antz,1998,DreamWorks
Chris Weitz,Patty Wooton,Antz,1998,DreamWorks
Paul Weitz,Penney Finkelman Cox,Antz,1998,DreamWorks
Paul Weitz,Bradford Lewis,Antz,1998,DreamWorks
Paul Weitz,Sandra Rabins,Antz,1998,DreamWorks
Paul Weitz,Carl Rosendahl,Antz,1998,DreamWorks
Paul Weitz,Aron Warner,Antz,1998,DreamWorks
Paul Weitz,Patty Wooton,Antz,1998,DreamWorks
Penney Finkelman Cox,Bradford Lewis,Antz,1998,DreamWorks
Penney Finkelman Cox,Sandra Rabins,Antz,1998,DreamWorks
Penney Finkelman Cox,Carl Rosendahl,Antz,1998,DreamWorks
Penney Finkelman Cox,Aron Warner,Antz,1998,DreamWorks
Penney Finkelman Cox,Patty Wooton,Antz,1998,DreamWorks
Bradford Lewis,Sandra Rabins,Antz,1998,DreamWorks
Bradford Lewis,Carl Rosendahl,Antz,1998,DreamWorks
Bradford Lewis,Aron Warner,Antz,1998,DreamWorks
Bradford Lewis,Patty Wooton,Antz,1998,DreamWorks
Sandra Rabins,Carl Rosendahl,Antz,1998,DreamWorks
Sandra Rabins,Aron Warner,Antz,1998,DreamWorks
Sandra Rabins,Patty Wooton,Antz,1998,DreamWorks
Carl Rosendahl,Aron Warner,Antz,1998,DreamWorks
