,source,target,film,year,studio
0,John Lasseter,Pete Docter,ToyStory,1995,Pixar
1,John Lasseter,Andrew Stanton,ToyStory,1995,Pixar
2,John Lasseter,Joe Ranft,ToyStory,1995,Pixar
3,John Lasseter,Joss Whedon,ToyStory,1995,Pixar
4,John Lasseter,Joel Cohen,ToyStory,1995,Pixar
5,John Lasseter,Alec Sokolow,ToyStory,1995,Pixar
6,John Lasseter,Bonnie Arnold,ToyStory,1995,Pixar
7,John Lasseter,Ed Catmull,ToyStory,1995,Pixar
8,John Lasseter,Ralph Guggenheim,ToyStory,1995,Pixar
9,John Lasseter,Steve Jobs,ToyStory,1995,Pixar
10,Pete Docter,Andrew Stanton,ToyStory,1995,Pixar
11,Pete Docter,Joe Ranft,ToyStory,1995,Pixar
12,Pete Docter,Joss Whedon,ToyStory,1995,Pixar
13,Pete Docter,Joel Cohen,ToyStory,1995,Pixar
14,Pete Docter,Alec Sokolow,ToyStory,1995,Pixar
15,Pete Docter,Bonnie Arnold,ToyStory,1995,Pixar
16,Pete Docter,Ed Catmull,ToyStory,1995,Pixar
17,Pete Docter,Ralph Guggenheim,ToyStory,1995,Pixar
18,Pete Docter,Steve Jobs,ToyStory,1995,Pixar
19,Andrew Stanton,Joe Ranft,ToyStory,1995,Pixar
20,Andrew Stanton,Joss Whedon,ToyStory,1995,Pixar
21,Andrew Stanton,Joel Cohen,ToyStory,1995,Pixar
22,Andrew Stanton,Alec Sokolow,ToyStory,1995,Pixar
23,Andrew Stanton,Bonnie Arnold,ToyStory,1995,Pixar
24,Andrew Stanton,Ed Catmull,ToyStory,1995,Pixar
25,Andrew Stanton,Ralph Guggenheim,ToyStory,1995,Pixar
26,Andrew Stanton,Steve Jobs,ToyStory,1995,Pixar
27,Joe Ranft,Joss Whedon,ToyStory,1995,Pixar
28,Joe Ranft,Joel Cohen,ToyStory,1995,Pixar
29,Joe Ranft,Alec Sokolow,ToyStory,1995,Pixar
30,Joe Ranft,Bonnie Arnold,ToyStory,1995,Pixar
31,Joe Ranft,Ed Catmull,ToyStory,1995,Pixar
32,Joe Ranft,Ralph Guggenheim,ToyStory,1995,Pixar
33,Joe Ranft,Steve Jobs,ToyStory,1995,Pixar
34,Joss Whedon,Joel Cohen,ToyStory,1995,Pixar
35,Joss Whedon,Alec Sokolow,ToyStory,1995,Pixar
36,Joss Whedon,Bonnie Arnold,ToyStory,1995,Pixar
37,Joss Whedon,Ed Catmull,ToyStory,1995,Pixar
38,Joss Whedon,Ralph Guggenheim,ToyStory,1995,Pixar
39,Joss Whedon,Steve Jobs,ToyStory,1995,Pixar
40,Joel Cohen,Alec Sokolow,ToyStory,1995,Pixar
41,Joel Cohen,Bonnie Arnold,ToyStory,1995,Pixar
42,Joel Cohen,Ed Catmull,ToyStory,1995,Pixar
43,Joel Cohen,Ralph Guggenheim,ToyStory,1995,Pixar
44,Joel Cohen,Steve Jobs,ToyStory,1995,Pixar
45,Alec Sokolow,Bonnie Arnold,ToyStory,1995,Pixar
46,Alec Sokolow,Ed Catmull,ToyStory,1995,Pixar
47,Alec Sokolow,Ralph Guggenheim,ToyStory,1995,Pixar
48,Alec Sokolow,Steve Jobs,ToyStory,1995,Pixar
49,Bonnie Arnold,Ed Catmull,ToyStory,1995,Pixar
50,Bonnie Arnold,Ralph Guggenheim,ToyStory,1995,Pixar
51,Bonnie Arnold,Steve Jobs,ToyStory,1995,Pixar
52,Ed Catmull,Ralph Guggenheim,ToyStory,1995,Pixar
53,Ed Catmull,Steve Jobs,ToyStory,1995,Pixar
54,Ralph Guggenheim,Steve Jobs,ToyStory,1995,Pixar
0,John Lasseter,Andrew Stanton,BugsLife,1998,Pixar
1,John Lasseter,Joe Ranft,BugsLife,1998,Pixar
2,John Lasseter,Don McEnery,BugsLife,1998,Pixar
3,John Lasseter,Bob Shaw,BugsLife,1998,Pixar
4,John Lasseter,Darla K. Anderson,BugsLife,1998,Pixar
5,John Lasseter,Kevin Reher,BugsLife,1998,Pixar
6,Andrew Stanton,Joe Ranft,BugsLife,1998,Pixar
7,Andrew Stanton,Don McEnery,BugsLife,1998,Pixar
8,Andrew Stanton,Bob Shaw,BugsLife,1998,Pixar
9,Andrew Stanton,Darla K. Anderson,BugsLife,1998,Pixar
10,Andrew Stanton,Kevin Reher,BugsLife,1998,Pixar
11,Joe Ranft,Don McEnery,BugsLife,1998,Pixar
12,Joe Ranft,Bob Shaw,BugsLife,1998,Pixar
13,Joe Ranft,Darla K. Anderson,BugsLife,1998,Pixar
14,Joe Ranft,Kevin Reher,BugsLife,1998,Pixar
15,Don McEnery,Bob Shaw,BugsLife,1998,Pixar
16,Don McEnery,Darla K. Anderson,BugsLife,1998,Pixar
17,Don McEnery,Kevin Reher,BugsLife,1998,Pixar
18,Bob Shaw,Darla K. Anderson,BugsLife,1998,Pixar
19,Bob Shaw,Kevin Reher,BugsLife,1998,Pixar
20,Darla K. Anderson,Kevin Reher,BugsLife,1998,Pixar
0,John Lasseter,Ash Brannon,ToyStory2,1999,Pixar
1,John Lasseter,Lee Unkrich,ToyStory2,1999,Pixar
2,John Lasseter,Pete Docter,ToyStory2,1999,Pixar
3,John Lasseter,Andrew Stanton,ToyStory2,1999,Pixar
4,John Lasseter,Rita Hsiao,ToyStory2,1999,Pixar
5,John Lasseter,Doug Chamberlin,ToyStory2,1999,Pixar
6,John Lasseter,Chris Webb,ToyStory2,1999,Pixar
7,John Lasseter,Karen Robert Jackson,ToyStory2,1999,Pixar
8,John Lasseter,Sarah McArthur,ToyStory2,1999,Pixar
9,John Lasseter,Helene Plotkin,ToyStory2,1999,Pixar
10,Ash Brannon,Lee Unkrich,ToyStory2,1999,Pixar
11,Ash Brannon,Pete Docter,ToyStory2,1999,Pixar
12,Ash Brannon,Andrew Stanton,ToyStory2,1999,Pixar
13,Ash Brannon,Rita Hsiao,ToyStory2,1999,Pixar
14,Ash Brannon,Doug Chamberlin,ToyStory2,1999,Pixar
15,Ash Brannon,Chris Webb,ToyStory2,1999,Pixar
16,Ash Brannon,Karen Robert Jackson,ToyStory2,1999,Pixar
17,Ash Brannon,Sarah McArthur,ToyStory2,1999,Pixar
18,Ash Brannon,Helene Plotkin,ToyStory2,1999,Pixar
19,Lee Unkrich,Pete Docter,ToyStory2,1999,Pixar
20,Lee Unkrich,Andrew Stanton,ToyStory2,1999,Pixar
21,Lee Unkrich,Rita Hsiao,ToyStory2,1999,Pixar
22,Lee Unkrich,Doug Chamberlin,ToyStory2,1999,Pixar
23,Lee Unkrich,Chris Webb,ToyStory2,1999,Pixar
24,Lee Unkrich,Karen Robert Jackson,ToyStory2,1999,Pixar
25,Lee Unkrich,Sarah McArthur,ToyStory2,1999,Pixar
26,Lee Unkrich,Helene Plotkin,ToyStory2,1999,Pixar
27,Pete Docter,Andrew Stanton,ToyStory2,1999,Pixar
28,Pete Docter,Rita Hsiao,ToyStory2,1999,Pixar
29,Pete Docter,Doug Chamberlin,ToyStory2,1999,Pixar
30,Pete Docter,Chris Webb,ToyStory2,1999,Pixar
31,Pete Docter,Karen Robert Jackson,ToyStory2,1999,Pixar
32,Pete Docter,Sarah McArthur,ToyStory2,1999,Pixar
33,Pete Docter,Helene Plotkin,ToyStory2,1999,Pixar
34,Andrew Stanton,Rita Hsiao,ToyStory2,1999,Pixar
35,Andrew Stanton,Doug Chamberlin,ToyStory2,1999,Pixar
36,Andrew Stanton,Chris Webb,ToyStory2,1999,Pixar
37,Andrew Stanton,Karen Robert Jackson,ToyStory2,1999,Pixar
38,Andrew Stanton,Sarah McArthur,ToyStory2,1999,Pixar
39,Andrew Stanton,Helene Plotkin,ToyStory2,1999,Pixar
40,Rita Hsiao,Doug Chamberlin,ToyStory2,1999,Pixar
41,Rita Hsiao,Chris Webb,ToyStory2,1999,Pixar
42,Rita Hsiao,Karen Robert Jackson,ToyStory2,1999,Pixar
43,Rita Hsiao,Sarah McArthur,ToyStory2,1999,Pixar
44,Rita Hsiao,Helene Plotkin,ToyStory2,1999,Pixar
45,Doug Chamberlin,Chris Webb,ToyStory2,1999,Pixar
46,Doug Chamberlin,Karen Robert Jackson,ToyStory2,1999,Pixar
47,Doug Chamberlin,Sarah McArthur,ToyStory2,1999,Pixar
48,Doug Chamberlin,Helene Plotkin,ToyStory2,1999,Pixar
49,Chris Webb,Karen Robert Jackson,ToyStory2,1999,Pixar
50,Chris Webb,Sarah McArthur,ToyStory2,1999,Pixar
51,Chris Webb,Helene Plotkin,ToyStory2,1999,Pixar
52,Karen Robert Jackson,Sarah McArthur,ToyStory2,1999,Pixar
53,Karen Robert Jackson,Helene Plotkin,ToyStory2,1999,Pixar
54,Sarah McArthur,Helene Plotkin,ToyStory2,1999,Pixar
0,Pete Docter,David Silverman,MonsterInc,2001,Pixar
1,Pete Docter,Lee Unkrich,MonsterInc,2001,Pixar
2,Pete Docter,Jill Culton,MonsterInc,2001,Pixar
3,Pete Docter,Jeff Pidgeon,MonsterInc,2001,Pixar
4,Pete Docter,Ralph Eggleston,MonsterInc,2001,Pixar
5,Pete Docter,Andrew Stanton,MonsterInc,2001,Pixar
6,Pete Docter,Daniel Gerson,MonsterInc,2001,Pixar
7,Pete Docter,Bob Peterson,MonsterInc,2001,Pixar
8,Pete Docter,Joe Ranft,MonsterInc,2001,Pixar
9,Pete Docter,Robert L. Baird,MonsterInc,2001,Pixar
10,Pete Docter,Rhett Reese,MonsterInc,2001,Pixar
11,Pete Docter,Jonathan Roberts,MonsterInc,2001,Pixar
12,Pete Docter,Darla K. Anderson,MonsterInc,2001,Pixar
13,Pete Docter,Karen Dufilho-Rosen,MonsterInc,2001,Pixar
14,Pete Docter,John Lasseter,MonsterInc,2001,Pixar
15,Pete Docter,Kori Rae,MonsterInc,2001,Pixar
16,David Silverman,Lee Unkrich,MonsterInc,2001,Pixar
17,David Silverman,Jill Culton,MonsterInc,2001,Pixar
18,David Silverman,Jeff Pidgeon,MonsterInc,2001,Pixar
19,David Silverman,Ralph Eggleston,MonsterInc,2001,Pixar
20,David Silverman,Andrew Stanton,MonsterInc,2001,Pixar
21,David Silverman,Daniel Gerson,MonsterInc,2001,Pixar
22,David Silverman,Bob Peterson,MonsterInc,2001,Pixar
23,David Silverman,Joe Ranft,MonsterInc,2001,Pixar
24,David Silverman,Robert L. Baird,MonsterInc,2001,Pixar
25,David Silverman,Rhett Reese,MonsterInc,2001,Pixar
26,David Silverman,Jonathan Roberts,MonsterInc,2001,Pixar
27,David Silverman,Darla K. Anderson,MonsterInc,2001,Pixar
28,David Silverman,Karen Dufilho-Rosen,MonsterInc,2001,Pixar
29,David Silverman,John Lasseter,MonsterInc,2001,Pixar
30,David Silverman,Kori Rae,MonsterInc,2001,Pixar
31,Lee Unkrich,Jill Culton,MonsterInc,2001,Pixar
32,Lee Unkrich,Jeff Pidgeon,MonsterInc,2001,Pixar
33,Lee Unkrich,Ralph Eggleston,MonsterInc,2001,Pixar
34,Lee Unkrich,Andrew Stanton,MonsterInc,2001,Pixar
35,Lee Unkrich,Daniel Gerson,MonsterInc,2001,Pixar
36,Lee Unkrich,Bob Peterson,MonsterInc,2001,Pixar
37,Lee Unkrich,Joe Ranft,MonsterInc,2001,Pixar
38,Lee Unkrich,Robert L. Baird,MonsterInc,2001,Pixar
39,Lee Unkrich,Rhett Reese,MonsterInc,2001,Pixar
40,Lee Unkrich,Jonathan Roberts,MonsterInc,2001,Pixar
41,Lee Unkrich,Darla K. Anderson,MonsterInc,2001,Pixar
42,Lee Unkrich,Karen Dufilho-Rosen,MonsterInc,2001,Pixar
43,Lee Unkrich,John Lasseter,MonsterInc,2001,Pixar
44,Lee Unkrich,Kori Rae,MonsterInc,2001,Pixar
45,Jill Culton,Jeff Pidgeon,MonsterInc,2001,Pixar
46,Jill Culton,Ralph Eggleston,MonsterInc,2001,Pixar
47,Jill Culton,Andrew Stanton,MonsterInc,2001,Pixar
48,Jill Culton,Daniel Gerson,MonsterInc,2001,Pixar
49,Jill Culton,Bob Peterson,MonsterInc,2001,Pixar
50,Jill Culton,Joe Ranft,MonsterInc,2001,Pixar
51,Jill Culton,Robert L. Baird,MonsterInc,2001,Pixar
52,Jill Culton,Rhett Reese,MonsterInc,2001,Pixar
53,Jill Culton,Jonathan Roberts,MonsterInc,2001,Pixar
54,Jill Culton,Darla K. Anderson,MonsterInc,2001,Pixar
55,Jill Culton,Karen Dufilho-Rosen,MonsterInc,2001,Pixar
56,Jill Culton,John Lasseter,MonsterInc,2001,Pixar
57,Jill Culton,Kori Rae,MonsterInc,2001,Pixar
58,Jeff Pidgeon,Ralph Eggleston,MonsterInc,2001,Pixar
59,Jeff Pidgeon,Andrew Stanton,MonsterInc,2001,Pixar
60,Jeff Pidgeon,Daniel Gerson,MonsterInc,2001,Pixar
61,Jeff Pidgeon,Bob Peterson,MonsterInc,2001,Pixar
62,Jeff Pidgeon,Joe Ranft,MonsterInc,2001,Pixar
63,Jeff Pidgeon,Robert L. Baird,MonsterInc,2001,Pixar
64,Jeff Pidgeon,Rhett Reese,MonsterInc,2001,Pixar
65,Jeff Pidgeon,Jonathan Roberts,MonsterInc,2001,Pixar
66,Jeff Pidgeon,Darla K. Anderson,MonsterInc,2001,Pixar
67,Jeff Pidgeon,Karen Dufilho-Rosen,MonsterInc,2001,Pixar
68,Jeff Pidgeon,John Lasseter,MonsterInc,2001,Pixar
69,Jeff Pidgeon,Kori Rae,MonsterInc,2001,Pixar
70,Ralph Eggleston,Andrew Stanton,MonsterInc,2001,Pixar
71,Ralph Eggleston,Daniel Gerson,MonsterInc,2001,Pixar
72,Ralph Eggleston,Bob Peterson,MonsterInc,2001,Pixar
73,Ralph Eggleston,Joe Ranft,MonsterInc,2001,Pixar
74,Ralph Eggleston,Robert L. Baird,MonsterInc,2001,Pixar
75,Ralph Eggleston,Rhett Reese,MonsterInc,2001,Pixar
76,Ralph Eggleston,Jonathan Roberts,MonsterInc,2001,Pixar
77,Ralph Eggleston,Darla K. Anderson,MonsterInc,2001,Pixar
78,Ralph Eggleston,Karen Dufilho-Rosen,MonsterInc,2001,Pixar
79,Ralph Eggleston,John Lasseter,MonsterInc,2001,Pixar
80,Ralph Eggleston,Kori Rae,MonsterInc,2001,Pixar
81,Andrew Stanton,Daniel Gerson,MonsterInc,2001,Pixar
82,Andrew Stanton,Bob Peterson,MonsterInc,2001,Pixar
83,Andrew Stanton,Joe Ranft,MonsterInc,2001,Pixar
84,Andrew Stanton,Robert L. Baird,MonsterInc,2001,Pixar
85,Andrew Stanton,Rhett Reese,MonsterInc,2001,Pixar
86,Andrew Stanton,Jonathan Roberts,MonsterInc,2001,Pixar
87,Andrew Stanton,Darla K. Anderson,MonsterInc,2001,Pixar
88,Andrew Stanton,Karen Dufilho-Rosen,MonsterInc,2001,Pixar
89,Andrew Stanton,John Lasseter,MonsterInc,2001,Pixar
90,Andrew Stanton,Kori Rae,MonsterInc,2001,Pixar
91,Daniel Gerson,Bob Peterson,MonsterInc,2001,Pixar
92,Daniel Gerson,Joe Ranft,MonsterInc,2001,Pixar
93,Daniel Gerson,Robert L. Baird,MonsterInc,2001,Pixar
94,Daniel Gerson,Rhett Reese,MonsterInc,2001,Pixar
95,Daniel Gerson,Jonathan Roberts,MonsterInc,2001,Pixar
96,Daniel Gerson,Darla K. Anderson,MonsterInc,2001,Pixar
97,Daniel Gerson,Karen Dufilho-Rosen,MonsterInc,2001,Pixar
98,Daniel Gerson,John Lasseter,MonsterInc,2001,Pixar
99,Daniel Gerson,Kori Rae,MonsterInc,2001,Pixar
100,Bob Peterson,Joe Ranft,MonsterInc,2001,Pixar
101,Bob Peterson,Robert L. Baird,MonsterInc,2001,Pixar
102,Bob Peterson,Rhett Reese,MonsterInc,2001,Pixar
103,Bob Peterson,Jonathan Roberts,MonsterInc,2001,Pixar
104,Bob Peterson,Darla K. Anderson,MonsterInc,2001,Pixar
105,Bob Peterson,Karen Dufilho-Rosen,MonsterInc,2001,Pixar
106,Bob Peterson,John Lasseter,MonsterInc,2001,Pixar
107,Bob Peterson,Kori Rae,MonsterInc,2001,Pixar
108,Joe Ranft,Robert L. Baird,MonsterInc,2001,Pixar
109,Joe Ranft,Rhett Reese,MonsterInc,2001,Pixar
110,Joe Ranft,Jonathan Roberts,MonsterInc,2001,Pixar
111,Joe Ranft,Darla K. Anderson,MonsterInc,2001,Pixar
112,Joe Ranft,Karen Dufilho-Rosen,MonsterInc,2001,Pixar
113,Joe Ranft,John Lasseter,MonsterInc,2001,Pixar
114,Joe Ranft,Kori Rae,MonsterInc,2001,Pixar
115,Robert L. Baird,Rhett Reese,MonsterInc,2001,Pixar
116,Robert L. Baird,Jonathan Roberts,MonsterInc,2001,Pixar
117,Robert L. Baird,Darla K. Anderson,MonsterInc,2001,Pixar
118,Robert L. Baird,Karen Dufilho-Rosen,MonsterInc,2001,Pixar
119,Robert L. Baird,John Lasseter,MonsterInc,2001,Pixar
120,Robert L. Baird,Kori Rae,MonsterInc,2001,Pixar
121,Rhett Reese,Jonathan Roberts,MonsterInc,2001,Pixar
122,Rhett Reese,Darla K. Anderson,MonsterInc,2001,Pixar
123,Rhett Reese,Karen Dufilho-Rosen,MonsterInc,2001,Pixar
124,Rhett Reese,John Lasseter,MonsterInc,2001,Pixar
125,Rhett Reese,Kori Rae,MonsterInc,2001,Pixar
126,Jonathan Roberts,Darla K. Anderson,MonsterInc,2001,Pixar
127,Jonathan Roberts,Karen Dufilho-Rosen,MonsterInc,2001,Pixar
128,Jonathan Roberts,John Lasseter,MonsterInc,2001,Pixar
129,Jonathan Roberts,Kori Rae,MonsterInc,2001,Pixar
130,Darla K. Anderson,Karen Dufilho-Rosen,MonsterInc,2001,Pixar
131,Darla K. Anderson,John Lasseter,MonsterInc,2001,Pixar
132,Darla K. Anderson,Kori Rae,MonsterInc,2001,Pixar
133,Karen Dufilho-Rosen,John Lasseter,MonsterInc,2001,Pixar
134,Karen Dufilho-Rosen,Kori Rae,MonsterInc,2001,Pixar
135,John Lasseter,Kori Rae,MonsterInc,2001,Pixar
0,Andrew Stanton,Lee Unkrich,FindNemo,2003,Pixar
1,Andrew Stanton,Bob Peterson,FindNemo,2003,Pixar
2,Andrew Stanton,David Reynolds,FindNemo,2003,Pixar
3,Andrew Stanton,Jinko Gotoh,FindNemo,2003,Pixar
4,Andrew Stanton,John Lasseter,FindNemo,2003,Pixar
5,Andrew Stanton,Bradford Lewis,FindNemo,2003,Pixar
6,Andrew Stanton,Graham Walters,FindNemo,2003,Pixar
7,Lee Unkrich,Bob Peterson,FindNemo,2003,Pixar
8,Lee Unkrich,David Reynolds,FindNemo,2003,Pixar
9,Lee Unkrich,Jinko Gotoh,FindNemo,2003,Pixar
10,Lee Unkrich,John Lasseter,FindNemo,2003,Pixar
11,Lee Unkrich,Bradford Lewis,FindNemo,2003,Pixar
12,Lee Unkrich,Graham Walters,FindNemo,2003,Pixar
13,Bob Peterson,David Reynolds,FindNemo,2003,Pixar
14,Bob Peterson,Jinko Gotoh,FindNemo,2003,Pixar
15,Bob Peterson,John Lasseter,FindNemo,2003,Pixar
16,Bob Peterson,Bradford Lewis,FindNemo,2003,Pixar
17,Bob Peterson,Graham Walters,FindNemo,2003,Pixar
18,David Reynolds,Jinko Gotoh,FindNemo,2003,Pixar
19,David Reynolds,John Lasseter,FindNemo,2003,Pixar
20,David Reynolds,Bradford Lewis,FindNemo,2003,Pixar
21,David Reynolds,Graham Walters,FindNemo,2003,Pixar
22,Jinko Gotoh,John Lasseter,FindNemo,2003,Pixar
23,Jinko Gotoh,Bradford Lewis,FindNemo,2003,Pixar
24,Jinko Gotoh,Graham Walters,FindNemo,2003,Pixar
25,John Lasseter,Bradford Lewis,FindNemo,2003,Pixar
26,John Lasseter,Graham Walters,FindNemo,2003,Pixar
27,Bradford Lewis,Graham Walters,FindNemo,2003,Pixar
0,Brad Bird,John Lasseter,Incred,2004,Pixar
1,Brad Bird,Kori Rae,Incred,2004,Pixar
2,Brad Bird,Katherine Sarafian,Incred,2004,Pixar
3,Brad Bird,John Walker,Incred,2004,Pixar
4,John Lasseter,Kori Rae,Incred,2004,Pixar
5,John Lasseter,Katherine Sarafian,Incred,2004,Pixar
6,John Lasseter,John Walker,Incred,2004,Pixar
7,Kori Rae,Katherine Sarafian,Incred,2004,Pixar
8,Kori Rae,John Walker,Incred,2004,Pixar
9,Katherine Sarafian,John Walker,Incred,2004,Pixar
0,John Lasseter,Joe Ranft,Cars,2006,Pixar
1,John Lasseter,Jorgen Klubien,Cars,2006,Pixar
2,John Lasseter,Dan Fogelman,Cars,2006,Pixar
3,John Lasseter,Kiel Murray,Cars,2006,Pixar
4,John Lasseter,Phil Lorin,Cars,2006,Pixar
5,John Lasseter,Steve Purcell,Cars,2006,Pixar
6,John Lasseter,Darla K. Anderson,Cars,2006,Pixar
7,John Lasseter,Thomas Porter,Cars,2006,Pixar
